rating,file,function,table,kind,client,tenant_filter_in_chain,multiline_tenant_filter_detected,insert_contains_tenant_id,prior_ownership_assertion_detected,likely_false_positive,recommended_action,id_only_without_tenant_signal,service_role_note,rls_note,line,snippet
"SAFE","src/lib/crm/tasks.ts","loadCrmTasksForLead","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","202",".from('fi_crm_tasks') .select('*') .eq('tenant_id', tid) .eq('lead_id', lid) .order('created_at', { ascending: false }) .limit(limit);"
"SAFE","src/lib/crm/tasks.ts","loadCrmTaskForLead","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","225",".from('fi_crm_tasks') .select('*') .eq('tenant_id', tid) .eq('lead_id', lid) .eq('id', tidTask) .maybeSingle();"
"SAFE","src/lib/crm/tasks.ts","(top-level or unscoped)","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","342",".from('fi_crm_tasks') .update({ title: nextTitle, description: nextDesc, task_type: nextType, status: nextStatus, due_at: nextDue, assignee_user_id: nextAssignee, updated_at: nowIso, }) .eq('id', task.id) .eq('tenant_id'"
"SAFE","src/lib/crm/tasks.ts","completeCrmTask","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","388",".from('fi_crm_tasks') .update({ status: CRM_TASK_STATUS_DONE, completed_at: nowIso, updated_at: nowIso, }) .eq('id', task.id) .eq('tenant_id', task.tenant_id) .eq('lead_id', task.lead_id) .select('*') .single();"
"SAFE","src/lib/crm/tasks.ts","reopenCrmTask","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","430",".from('fi_crm_tasks') .update({ status: 'open', completed_at: null, updated_at: nowIso, }) .eq('id', task.id) .eq('tenant_id', task.tenant_id) .eq('lead_id', task.lead_id) .select('*') .single();"
"SAFE","src/lib/crm/tasks.ts","fiUserBelongsToTenant","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","60",".from('fi_users') .select('id') .eq('tenant_id', tenantId) .eq('id', fiUserId.trim()) .maybeSingle();"
"REVIEW","src/lib/crm/tasks.ts","assertOptionalPatientCaseForLead","fi_patients","from","supabase","N","N","N","N","N","Inspect RPC/auth SQL and arguments; add tenant filters or asserts if not enforced inside the function.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","78",".from('fi_patients') .select('tenant_id') .eq('id', patientId) .maybeSingle();"
"REVIEW","src/lib/crm/tasks.ts","(top-level or unscoped)","fi_cases","from","supabase","N","N","N","N","N","Inspect RPC/auth SQL and arguments; add tenant filters or asserts if not enforced inside the function.","Y","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","92",".from('fi_cases') .select('tenant_id') .eq('id', caseId) .maybeSingle();"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadDraftPrescriptionBuckets","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","189",".from('fi_patient_prescriptions') .select('id, patient_id, status, updated_at') .eq('tenant_id', tid) .eq('status', 'draft') .order('updated_at', { ascending: false }) .limit(45);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadDraftPrescriptionBuckets","fi_prescription_items","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","201",".from('fi_prescription_items') .select('*') .eq('tenant_id', tid) .in('prescription_id', ids);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadPharmacyQueue","fi_pharmacy_transmissions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","248",".from('fi_pharmacy_transmissions') .select('id, prescription_id, status, error_message, updated_at') .eq('tenant_id', tid) .in('status', ['pending', 'failed']) .order('updated_at', { ascending: false }) .limit(22);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadPharmacyQueue","fi_patient_prescriptions","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","266",".from('fi_patient_prescriptions') .select('id, patient_id') .eq('tenant_id', tid) .in('id', rxIds);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadPatientLabels","fi_patients","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","29",".from('fi_patients') .select('id, person_id') .eq('tenant_id', tenantId.trim()) .in('id', uniq);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadVoiceDrafts","fi_clinical_notes","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","298",".from('fi_clinical_notes') .select('id, patient_id, case_id, created_at, sections, record_status') .eq('tenant_id', tid) .eq('record_status', 'ai_draft') .order('created_at', { ascending: false }) .limit(18);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadFollowUpTasks","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","348",".from('fi_crm_tasks') .select('id, lead_id, title, status, task_type, due_at, assignee_user_id') .eq('tenant_id', tid) .in('status', [...CRM_TASK_ACTIVE_STATUS_VALUES]);"
"SAFE","src/lib/doctorOs/doctorWorkspaceLoader.server.ts","loadPatientLabels","fi_persons","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","37",".from('fi_persons') .select('id, metadata') .eq('tenant_id', tenantId.trim()) .in('id', personIds);"
"SAFE","src/lib/fi-os/clinicalIntelligence.server.ts","loadTenantClinicalIntelligenceSummary","fi_pathology_results","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","45",".from('fi_pathology_results') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('status', 'draft'), supabase .from('fi_cases') .select('id') .eq('tenant_id', tid) .not('status', 'eq', 'complete') .n"
"SAFE","src/lib/fi-os/clinicalIntelligence.server.ts","loadTenantClinicalIntelligenceSummary","fi_cases","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","50",".from('fi_cases') .select('id') .eq('tenant_id', tid) .not('status', 'eq', 'complete') .not('status', 'eq', 'failed') .limit(400), ]);"
"SAFE","src/lib/fi-os/clinicalIntelligence.server.ts","(top-level or unscoped)","fi_patient_images","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","73",".from('fi_patient_images') .select('case_id') .eq('tenant_id', tid) .in('case_id', activeIds) .not('case_id', 'is', null);"
"SAFE","src/lib/fi-os/clinicalIntelligence.server.ts","(top-level or unscoped)","fi_case_post_op_tracking","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","93",".from('fi_case_post_op_tracking') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('post_op_status', 'not_started') .in('case_id', activeIds.slice(0, 400));"
"DANGEROUS","src/lib/fi-os/clinicalIntelligenceEvents.server.ts","recordClinicalIntelligenceEvent","fi_clinical_intelligence_events","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","45","const { data, error } = await supabase.from('fi_clinical_intelligence_events').insert(row).select('id').single();"
"SAFE","src/lib/fi-os/clinicalIntelligenceEvents.server.ts","acknowledgeClinicalIntelligenceEvent","fi_clinical_intelligence_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","61",".from('fi_clinical_intelligence_events') .update({ status: 'acknowledged', updated_at: new Date().toISOString() }) .eq('tenant_id', params.tenantId.trim()) .eq('id', params.eventId.trim()) .in('status', ['open']);"
"SAFE","src/lib/fi-os/clinicalIntelligenceEvents.server.ts","resolveClinicalIntelligenceEvent","fi_clinical_intelligence_events","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","77",".from('fi_clinical_intelligence_events') .update({ status: 'resolved', resolved_at: now, resolved_by_user_id: params.resolvedByUserId, updated_at: now, }) .eq('tenant_id', params.tenantId.trim()) .eq('id', params.eventId"
"SAFE","src/lib/fi-os/featureAccess.server.ts","persistStaffFeatureAccessPatch","fi_staff_feature_access","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","178",".from('fi_staff_feature_access') .delete() .eq('tenant_id', tid) .eq('staff_id', sid) .eq('feature_key', raw);"
"SAFE","src/lib/fi-os/featureAccess.server.ts","persistStaffFeatureAccessPatch","fi_staff_feature_access","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","185","const { error } = await supabase.from('fi_staff_feature_access').upsert( { tenant_id: tid, staff_id: sid, feature_key: raw, enabled: false, updated_by_user_id: editorFiUserId, created_by_user_id: editorFiUserId, }, { onC"
"SAFE","src/lib/fi-os/featureAccess.server.ts","loadFiUserRow","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","39",".from('fi_users') .select('id, role') .eq('tenant_id', tenantId.trim()) .eq('auth_user_id', authUserId.trim()) .maybeSingle();"
"SAFE","src/lib/fi-os/featureAccess.server.ts","tryResolveViewerStaffIdForTenant","fi_staff","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","57","const { data, error } = await supabase.from('fi_staff').select('id').eq('tenant_id', tid).eq('fi_user_id', uid).maybeSingle();"
"SAFE","src/lib/fi-os/organisationalProfile.server.ts","loadFeatureTemplateDefaultsForStaff","fi_staff_position_types","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","107",".from('fi_staff_position_types') .select('default_feature_template_key') .eq('id', pid) .maybeSingle();"
"SAFE","src/lib/fi-os/organisationalProfile.server.ts","loadStaffOrganisationalProfileSnapshot","fi_staff_position_types","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","143","const { data, error } = await supabase.from('fi_staff_position_types').select('*').eq('id', posId).maybeSingle();"
"SAFE","src/lib/fi-os/organisationalProfile.server.ts","loadLinkedStaffOrganisationalSignalsForFiUser","fi_staff","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","193",".from('fi_staff') .select('staff_role, staff_metadata, position_type_id') .eq('tenant_id', tid) .eq('fi_user_id', uid) .maybeSingle();"
"SAFE","src/lib/fi-os/organisationalProfile.server.ts","loadLinkedStaffOrganisationalSignalsForFiUser","fi_staff_position_types","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","208",".from('fi_staff_position_types') .select('default_workspace_profile, default_feature_template_key') .eq('id', pid) .maybeSingle();"
"SAFE","src/lib/fi-os/organisationalProfile.server.ts","loadFiStaffPositionTypesForTenant","fi_staff_position_types","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","62",".from('fi_staff_position_types') .select('*') .or(`tenant_id.is.null,tenant_id.eq.${tid}`) .eq('is_active', true) .order('tenant_id', { ascending: true, nullsFirst: true }) .order('code', { ascending: true });"
"DANGEROUS","src/lib/fi-os/organisationalProfile.server.ts","loadFiStaffFeatureTemplateByKey","fi_staff_feature_templates","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","81",".from('fi_staff_feature_templates') .select('*') .eq('template_key', key) .or(`tenant_id.is.null,tenant_id.eq.${tid}`) .eq('is_active', true) .limit(10);"
"DANGEROUS","src/lib/fi-os/organisationalProfile.tenantMode.server.ts","loadTenantOperatingModeRowByKey","fi_tenant_operating_modes","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","32",".from('fi_tenant_operating_modes') .select('*') .eq('mode_key', mk) .or(`tenant_id.is.null,tenant_id.eq.${tid}`) .eq('is_active', true) .limit(10);"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadCaseOutcomeProtocols","fi_outcome_protocols","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","110",".from('fi_outcome_protocols') .select('id, protocol_type, protocol_key, protocol_label, protocol_details, case_id, patient_id, started_at, completed_at') .eq('tenant_id', tenantId.trim()) .eq('case_id', caseId.trim()) .o"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadTenantOutcomeAggregateSummary","fi_tenant_outcome_aggregates","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","130",".from('fi_tenant_outcome_aggregates') .select( 'id, cohort_key, cohort_description, aggregate_period_start, aggregate_period_end, metric_summary, protocol_mix, sample_size, confidence_level, visibility_scope, computed_at"
"DANGEROUS","src/lib/fi-os/outcomeIntelligence.server.ts","loadGlobalOutcomeAggregateSummary","fi_global_outcome_aggregates","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","148",".from('fi_global_outcome_aggregates') .select( 'id, cohort_key, cohort_description, aggregate_period_start, aggregate_period_end, metric_summary, protocol_mix, contributing_tenant_count, sample_size, confidence_level, an"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadTenantOutcomeIntelligenceSummary","fi_patient_outcome_measurements","from","supabase","Y","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","170","supabase.from('fi_patient_outcome_measurements').select('id', { count: 'exact', head: true }).eq('tenant_id', tid), supabase .from('fi_patient_outcome_measurements') .select('checkpoint_key') .eq('tenant_id', tid) .limit"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadTenantOutcomeIntelligenceSummary","fi_patient_outcome_measurements","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","172",".from('fi_patient_outcome_measurements') .select('checkpoint_key') .eq('tenant_id', tid) .limit(2000), supabase .from('fi_global_outcome_aggregates') .select('id', { count: 'exact', head: true }) .eq('anonymisation_thres"
"DANGEROUS","src/lib/fi-os/outcomeIntelligence.server.ts","loadTenantOutcomeIntelligenceSummary","fi_global_outcome_aggregates","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","177",".from('fi_global_outcome_aggregates') .select('id', { count: 'exact', head: true }) .eq('anonymisation_threshold_met', true), ]);"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","(top-level or unscoped)","fi_patient_outcome_measurements","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","197",".from('fi_patient_outcome_measurements') .select('metric_values') .eq('tenant_id', tid) .limit(400);"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadCaseOutcomeMeasurements","fi_patient_outcome_measurements","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","62",".from('fi_patient_outcome_measurements') .select('id, checkpoint_key, measurement_date, metric_values, imaging_refs, audit_refs, case_id') .eq('tenant_id', tenantId.trim()) .eq('case_id', caseId.trim()) .order('measureme"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadPatientOutcomeMeasurements","fi_patient_outcome_measurements","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","78",".from('fi_patient_outcome_measurements') .select('id, checkpoint_key, measurement_date, metric_values, imaging_refs, audit_refs, case_id') .eq('tenant_id', tenantId.trim()) .eq('patient_id', patientId.trim()) .order('mea"
"SAFE","src/lib/fi-os/outcomeIntelligence.server.ts","loadPatientOutcomeProtocols","fi_outcome_protocols","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","94",".from('fi_outcome_protocols') .select('id, protocol_type, protocol_key, protocol_label, protocol_details, case_id, patient_id, started_at, completed_at') .eq('tenant_id', tenantId.trim()) .eq('patient_id', patientId.trim"
"DANGEROUS","src/lib/fi-os/outcomeIntelligenceEvents.server.ts","recordOutcomeMeasurement","fi_patient_outcome_measurements","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","55","const { data, error } = await supabase.from('fi_patient_outcome_measurements').insert(row).select('id').single();"
"DANGEROUS","src/lib/fi-os/outcomeIntelligenceEvents.server.ts","recordOutcomeProtocol","fi_outcome_protocols","from","supabase","N","N","N","N","N","Add tenant_id filter (or insert field), an ownership assert, or tenant-scoped PK pattern; prefer user JWT client where RLS suffices.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","83","const { data, error } = await supabase.from('fi_outcome_protocols').insert(row).select('id').single();"
"SAFE","src/lib/fi-os/staffFeatureAccessAudit.server.ts","tryInsertFiStaffFeatureAccessAuditEvent","fi_staff_feature_access_audit_events","from","supabase","Y","N","Y","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","11","const { error } = await supabase.from('fi_staff_feature_access_audit_events').insert({ tenant_id: row.tenant_id, staff_id: row.staff_id, actor_user_id: row.actor_user_id, actor_fi_user_id: row.actor_fi_user_id, event_typ"
"SAFE","src/lib/fi-os/staffFeatureAccessAudit.server.ts","resolveActorIdsForFiOsAudit","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","42",".from('fi_users') .select('id') .eq('tenant_id', tid) .eq('auth_user_id', aid) .maybeSingle();"
"SAFE","src/lib/fi-os/staffFeatureAccessOverrides.server.ts","loadStaffFeatureAccessOverrides","fi_staff_feature_access","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","19",".from('fi_staff_feature_access') .select('feature_key, enabled') .eq('tenant_id', tid) .eq('staff_id', sid);"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","(top-level or unscoped)","fi_consultations","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","109",".from('fi_consultations') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('consultant_staff_id', sid) .in('status', ['draft', 'in_progress']);"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","(top-level or unscoped)","fi_consultations","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","119",".from('fi_consultations') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('consultant_staff_id', sid) .in('status', ['draft', 'in_progress']) .not('consultation_date', 'is', null) .lt('consultatio"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","loadLatestPerformanceProfile","fi_staff_performance_profiles","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","158",".from('fi_staff_performance_profiles') .select('computed_at, visibility_scope') .eq('tenant_id', tenantId.trim()) .eq('staff_id', staffId.trim()) .order('computed_at', { ascending: false }) .limit(1) .maybeSingle();"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","loadRawCountsForStaff","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","54",".from('fi_crm_tasks') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('assignee_user_id', uid) .eq('task_type', 'follow_up') .in('status', [...CRM_TASK_ACTIVE_STATUS_VALUES]);"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","loadRawCountsForStaff","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","65",".from('fi_crm_tasks') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('assignee_user_id', uid) .in('status', [...CRM_TASK_ACTIVE_STATUS_VALUES]);"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","loadRawCountsForStaff","fi_crm_tasks","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","75",".from('fi_crm_tasks') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('assignee_user_id', uid) .in('status', [...CRM_TASK_ACTIVE_STATUS_VALUES]) .not('due_at', 'is', null) .lt('due_at', nowIso);"
"SAFE","src/lib/fi-os/staffIntelligence.server.ts","loadRawCountsForStaff","fi_crm_leads","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","87",".from('fi_crm_leads') .select('id', { count: 'exact', head: true }) .eq('tenant_id', tid) .eq('primary_owner_user_id', uid) .not('status', 'in', `(${CRM_TERMINAL_LEAD_STATUSES.join(',')})`);"
"SAFE","src/lib/fi-os/staffPositionTypeValidation.server.ts","assertFiStaffPositionTypeAssignableToTenant","fi_staff_position_types","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","14",".from('fi_staff_position_types') .select('id, tenant_id') .eq('id', pid) .maybeSingle();"
"SAFE","src/lib/fi-os/workspaceProfile.server.ts","loadFiUserRow","fi_users","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","22",".from('fi_users') .select('id, role') .eq('tenant_id', tenantId.trim()) .eq('auth_user_id', authUserId.trim()) .maybeSingle();"
